drug_name,drug_page,name,content,len
Anti-tetanus immunoglobulin,https://en.wikipedia.org/wiki/Anti-tetanus_immunoglobulin,Anti-tetanus_immunoglobulin,"Anti-tetanus immunoglobulin, also known as tetanus immune globulin (TIG) and tetanus antitoxin, is a medication made up of antibodies against the tetanus toxin. It is used to prevent tetanus in those who have a wound that is at high risk, have not been fully vaccinated with tetanus toxoid, or have HIV/AIDS. It is used to treat tetanus along with antibiotics",60
Human papilloma virus (HPV) vaccine,https://en.wikipedia.org/wiki/HPV_vaccine,HPV_vaccine,"Human papillomavirus (HPV) vaccines are vaccines that prevent infection by certain types of human papillomavirus (HPV). Available HPV vaccines protect against either two, four, or nine types of HPV. All HPV vaccines protect against at least HPV types 16 and 18, which cause the greatest risk of cervical cancer. It is estimated that HPV vaccines may prevent 70% of cervical",60
Pentamidine,https://en.wikipedia.org/wiki/Pentamidine,Pentamidine,"Pentamidine is an antimicrobial medication used to treat African trypanosomiasis, leishmaniasis, Balamuthia infections, babesiosis, and to prevent and treat pneumocystis pneumonia (PCP) in people with poor immune function. In African trypanosomiasis it is used for early disease before central nervous system involvement, as a second line option to suramin. It is an option for both visceral leishmaniasis and cutaneous leishmaniasis.",60
skeletal model,https://en.wikipedia.org/wiki/Skeletal_model,Skeletal_model,"The skeletal formula, line-angle formula, or shorthand formula of an organic compound is a type of molecular structural formula that serves as a shorthand representation of a molecule's bonding and some details of its molecular geometry. A skeletal formula shows the skeletal structure or skeleton of a molecule, which is composed of the skeletal atoms that make up the molecule.",60
Midazolam,https://en.wikipedia.org/wiki/Midazolam,Midazolam,"Midazolam, sold under the brand name Versed among others, is a benzodiazepine medication used for anesthesia and procedural sedation, and to treat severe agitation. It induces sleepiness, decreases anxiety, and causes anterograde amnesia.The drug does not cause an individual to become unconscious, merely to be sedated. It is also useful for the treatment of prolonged (lasting over 5 minutes) seizures.",60
Phenytoin,https://en.wikipedia.org/wiki/Phenytoin,Phenytoin,"Phenytoin (PHT), sold under the brand name Dilantin among others, is an anti-seizure medication. It is useful for the prevention of tonic-clonic seizures (also known as grand mal seizures) and focal seizures, but not absence seizures. The intravenous form, fosphenytoin, is used for status epilepticus that does not improve with benzodiazepines. It may also be used for certain heart arrhythmias",60
Diazepam,https://en.wikipedia.org/wiki/Diazepam,Diazepam,"Diazepam, first marketed as Valium, is a medicine of the benzodiazepine family that acts as an anxiolytic. It is commonly used to treat a range of conditions, including anxiety, seizures, alcohol withdrawal syndrome, muscle spasms, insomnia, and restless legs syndrome. It may also be used to cause memory loss during certain medical procedures. It can be taken orally (by mouth),",60
Asparaginase,https://en.wikipedia.org/wiki/Asparaginase,Asparaginase,"Asparaginase is an enzyme that is used as a medication and in food manufacturing. As a medication, L-asparaginase is used to treat acute lymphoblastic leukemia (ALL) and lymphoblastic lymphoma (LBL). It is given by injection into a vein, muscle, or under the skin. A pegylated version is also available. In food manufacturing it is used to decrease acrylamide.Common side effects",60
Thalidomide,https://en.wikipedia.org/wiki/Thalidomide,Thalidomide,"Thalidomide, sold under the brand names Contergan and Thalomid among others, is an oral medication used to treat a number of cancers (e.g. multiple myeloma), graft-versus-host disease, and many skin disorders (e.g. complications of leprosy such as skin lesions). While thalidomide has been used in a number of HIV-associated conditions, such use is associated with increased levels of the virus.Common",60
avibactam,https://en.wikipedia.org/wiki/Avibactam,Avibactam,"Avibactam is a non-β-lactam β-lactamase inhibitor developed by Actavis (now Teva) jointly with AstraZeneca. A new drug application for avibactam in combination with ceftazidime (branded as Avycaz) was approved by the FDA on February 25, 2015, for treating complicated urinary tract (cUTI) and complicated intra-abdominal infections (cIAI) caused by antibiotic resistant-pathogens, including those caused by multi-drug resistant Gram-negative bacterial pathogens.Increasing",60
Cladribine,https://en.wikipedia.org/wiki/Cladribine,Cladribine,"Cladribine, sold under the brand name Leustatin, among others, is a medication used to treat hairy cell leukemia (leukemic reticuloendotheliosis) and B-cell chronic lymphocytic leukemia. Cladribine, sold under the brand name Mavenclad, is used for the treatment of adults with highly active forms of relapsing-remitting multiple sclerosis.Cladribine (2-chloro-2'-deoxyadenosine [2-CdA]) is a purine analogue that selectively targets and suppresses lymphocytes implicated",60
Dabigatran,https://en.wikipedia.org/wiki/Dabigatran,Dabigatran,"Dabigatran, sold under the brand name Pradaxa among others, is an anticoagulant used to treat and prevent blood clots and to prevent stroke in people with atrial fibrillation. Specifically it is used to prevent blood clots following hip or knee replacement and in those with a history of prior clots. It is used as an alternative to warfarin and does",60
Etonogestrel-releasing implant,https://en.wikipedia.org/wiki/Etonogestrel_birth_control_implant,Etonogestrel_birth_control_implant,"Etonogestrel is a medication which is used as a means of birth control for women. It is available as an implant placed under the skin of the upper arm under the brand names Nexplanon and Implanon. It is a progestin that is also used in combination with ethinylestradiol, an estrogen, as a vaginal ring under the brand names NuvaRing and",60
Ansuvimab,https://en.wikipedia.org/wiki/Ansuvimab,Ansuvimab,"Ansuvimab, sold under the brand name Ebanga, is a monoclonal antibody medication for the treatment of Zaire ebolavirus (Ebolavirus) infection.The most common symptoms include fever, tachycardia (fast heart rate), diarrhea, vomiting, hypotension (low blood pressure), tachypnea (fast breathing) and chills; however, these are also common symptoms of Ebolavirus infection.Ansuvimab was approved for medical use in the United States in December",60
Ceftolozane/tazobactam,https://en.wikipedia.org/wiki/Ceftolozane/tazobactam,Ceftolozane/tazobactam,"Ceftolozane/tazobactam, sold under the brand name Zerbaxa, is a combination antibiotic medication used for the treatment of complicated urinary tract infections and complicated intra-abdominal infections in adults. Ceftolozane is a cephalosporin antibiotic, developed for the treatment of infections with gram-negative bacteria that are resistant to conventional antibiotics. It was studied for urinary tract infections, intra-abdominal infections and ventilator-associated bacterial pneumonia.",60
Anti-rabies immunoglobulin,https://en.wikipedia.org/wiki/Anti-rabies_immunoglobulin,Anti-rabies_immunoglobulin,Rabies immunoglobulin (RIG) is a medication made up of antibodies against the rabies virus. It is used to prevent rabies following exposure. It is given after the wound is cleaned with soap and water or povidone-iodine and is followed by a course of rabies vaccine. It is given by injection into the site of the wound and into a muscle.,60
Ivermectin,https://en.wikipedia.org/wiki/Ivermectin,Ivermectin,"Ivermectin is an antiparasitic drug. After its discovery in 1975, its first uses were in veterinary medicine to prevent and treat heartworm and acariasis. Approved for human use in 1987, today it is used to treat infestations including head lice, scabies, river blindness (onchocerciasis), strongyloidiasis, trichuriasis, ascariasis and lymphatic filariasis. It works through many mechanisms to kill the targeted parasites,",60
Coal tar,https://en.wikipedia.org/wiki/Coal_tar,Coal_tar,Coal tar is a thick dark liquid which is a by-product of the production of coke and coal gas from coal. It is a type of creosote. It has both medical and industrial uses. Medicinally it is a topical medication applied to skin to treat psoriasis and seborrheic dermatitis (dandruff). It may be used in combination with ultraviolet light therapy.,60
