code,source,title,definition,len
6E65,http://id.who.int/icd/entity/440469874,Secondary dissociative syndrome,"A syndrome characterized by the presence of prominent dissociative symptoms (e.g., depersonalization, derealization) that is judged to be the direct pathophysiological consequence of a health condition not classified under mental and behavioural disorders, based on evidence from the history, physical examination, or laboratory findings. The symptoms are not accounted for by delirium or by another mental and behavioural disorder,",59
ED01,http://id.who.int/icd/entity/181637364,Simulated skin disease,"Simulated skin disease can present in a variety of ways such as application of glue, dyes or make-up to the skin (particularly by children or adolescent girls) and is usually though not always readily recognized for what it is. The motivation for the simulation can vary but may point to some form of psychopathology or may be purely experimentation.",59
3B63,http://id.who.int/icd/entity/11621191,Thrombocytosis,"A disease caused by essential thrombocytosis or other myelo-proliferative disorders such as chronic myelogenous leukaemia, polycythaemia, myelofibrosis. This disease can also have secondary causes such as inflammation, surgery, hyposplenism, Splenectomy, asplenia, iron deficiency anaemia or haemorrhage. This disease is characterised by elevated platelet count in the blood. Confirmation is by identification of increased platelet count in a blood sample.",59
3A71,http://id.who.int/icd/entity/1981248479,Anaemia due to chronic disease,"A disease caused by chronic diseases such as chronic infection. This disease is characterised by inflammatory responses targeted at red blood cells leading to low levels of red blood cells in the body. This disease may present with pallor, fatigue, or shortness of breath. Confirmation is by identification of low levels of red blood cells in a blood sample.",59
9B50,http://id.who.int/icd/entity/406987739,Episcleritis,"Episcleritis is a benign, self-limiting inflammatory disease affecting part of the eye called the episclera. The episclera is a thin layer of tissue that lies between the conjunctiva and the connective tissue layer that forms the white of the eye (sclera). Episcleritis is a common condition, and is characterized by the abrupt onset of mild eye pain and redness.",59
JA23,http://id.who.int/icd/entity/2118553363,Gestational hypertension,"A condition affecting pregnant females, characterized by systolic blood pressure greater than 140mmHg and/or a diastolic blood pressure greater or equal to 90mmHg on two occasions, 4 hours or more apart. Can be newly diagnosed after 20 weeks gestation or before 1 week postpartum. Confirmation is by measurement of blood pressure, liver and kidney functions test, and urine test.",59
6B21,http://id.who.int/icd/entity/731724655,Body dysmorphic disorder,"Body Dysmorphic Disorder is characterized by persistent preoccupation with one or more perceived defects or flaws in appearance that are either unnoticeable or only slightly noticeable to others. Individuals experience excessive self-consciousness, often with ideas of reference (i.e., the conviction that people are taking notice, judging, or talking about the perceived defect or flaw). In response to their preoccupation,",59
6E67,http://id.who.int/icd/entity/235421675,Secondary neurocognitive syndrome,"A syndrome that involves significant cognitive features that do not fulfill the diagnostic requirements of any of the specific neurocognitive disorders and are judged to be a direct pathophysiological consequence of a health condition or injury not classified under mental and behavioural disorders (e.g., cognitive changes due to a brain tumor), based on evidence from the history, physical examination,",59
2B51,http://id.who.int/icd/entity/1210287093,"Osteosarcoma, primary site","A usually aggressive malignant bone-forming mesenchymal tumor, predominantly affecting adolescents and young adults. It usually involves bones and less frequently extraosseous sites. It often involves the long bones (particularly distal femur, proximal tibia, and proximal humerus). Pain with or without a palpable mass is the most frequent clinical symptom. It may spread to other anatomic sites, particularly the lungs.",59
6A25,http://id.who.int/icd/entity/1358754380,Symptomatic manifestations of primary psychotic disorders,"These categories may be used to characterize the current clinical presentation in individuals diagnosed with Schizophrenia or another primary psychotic disorder, and should not be used in individuals without such a diagnosis. Multiple categories may be applied. Symptoms attributable to the direct pathophysiological consequences of a health condition or injury not classified under Mental, behavioural or neurodevelopmental disorders (e.g.,",59
1F80,http://id.who.int/icd/entity/918986134,Clonorchiasis,"A condition caused by an infection with the parasitic worm Clonorchis sinensis. This condition commonly presents with inflammation and obstruction of the biliary ducts. This condition may also present with abdominal pain, nausea, or diarrhoea. Transmission is commonly by ingestion of undercooked fish infected with parasitic cysts. Confirmation is by identification of Chlonorchis sinensis eggs in a faecal sample.",59
1C22,http://id.who.int/icd/entity/1937339080,Infections due to Chlamydia psittaci,"Any condition caused by an infection with the gram-negative bacteria Chlamydia psittaci. These conditions are characterized by variable clinical presentations such as fever, cough, headaches, chills, fatigue, nausea, vomiting, diarrhoea, or pneumonia. Transmission is commonly by inhalation of aersol contaminated with body fluids from infected birds, or direct contact with infected birds. Confirmation is by identification of Chlamydia psittaci.",59
6E62,http://id.who.int/icd/entity/216291184,Secondary mood syndrome,"A syndrome characterized by the presence of prominent mood symptoms (i.e., depression, elevated mood, irritability) judged to be a direct pathophysiological consequence of a health condition not classified under mental and behavioural disorders, based on evidence from the history, physical examination, or laboratory findings. The symptoms are not accounted for by delirium or by another mental and behavioural disorder,",59
1G01,http://id.who.int/icd/entity/1367149207,Myiasis,"A disease of the tissues, caused by an infection with fly larvae from the order Diptera. This disease is characterized by a lump developing in the tissue. Transmission is by ingestion of contaminated larvae, direct contact with an infected mosquito, tick, fly, or indirect contact with infected fly eggs. Confirmation is by identification of Diptera from a tissue sample.",59
1G03,http://id.who.int/icd/entity/970296337,Phthiriasis,"A condition commonly of the genital area, caused by an infection with the parasite Pthirus pubis. This condition is characterized by pruritus which may lead to sores or thickened discoloured skin. Transmission is by direct or indirect contact with an infected individual or animal, or by sexual contact. Confirmation is by identification of Pthirus pubis eggs or Pthirus pubis.",59
